CODE SECTION,CODE TYPE,StatuteLiteral,OFFENSE LEVEL,EnactDate,RepealAmendDate,_section,_subparts,_subdivision,_paragraph,_subparagraph,_clause
417(A)(2),PC,EXHIBIT FIREARM,M,19820425,20201113,417,(A)(2),(A),(2),,
417(A)(2)(A),PC,EXHBT CONCLD F/ARM IN PUB,M,20201116,99999999,417,(A)(2)(A),(A),(2),(A),
417(A)(2)(B),PC,EXHBT F/ARM THRTNG MANNER,M,19820425,99999999,417,(A)(2)(B),(A),(2),(B),
417(B),PC,EXH LOADED F/ARM:DAY CARE,F,19920101,99999999,417,(B),(B),,,
417(B),PC,EXH LOADED F/ARM:DAY CARE,M,19920101,99999999,417,(B),(B),,,
417(C),PC,EXHIBIT FIREARM PRES PO,F,19920101,99999999,417,(C),(C),,,
417(C),PC,EXHIB/ETC F/ARM:PO PRESNT,M,19990101,99999999,417,(C),(C),,,
417.25(A),PC,THREAT W/LASER SCOPE:FEAR,M,19930101,99999999,417.25,(A),(A),,,
417.26(A),PC,AIM/ETC LASER POINTERS:PO,M,20000101,99999999,417.26,(A),(A),,,
417.26(B),PC,AIM LASER PNTR PO W/PR,M,20000101,99999999,417.26,(B),(B),,,
417.27(A),PC,SELL LASER POINTER TO JUV,I,20000101,99999999,417.27,(A),(A),,,
417.27(B),PC,STDNT POSS LASR PNTR,I,20000101,20201124,417.27,(B),(B),,,
417.27(B),PC,STDNT POSS LSR PNTR SCHL,I,20201125,99999999,417.27,(B),(B),,,
417.27(C),PC,AIM LSR PNTR:INT TO HAR,I,20000101,99999999,417.27,(C),(C),,,
417.27(D),PC,AIM LSR PNTR:GUIDE DOG/ET,I,20000101,99999999,417.27,(D),(D),,,
417.3,PC,EXH F/ARM PRES VEH OCCUPT,F,19880101,99999999,417.3,,,,,
417.4,PC,BRANDISHING F/ARM REPLICA,M,19940101,99999999,417.4,,,,,
417.6(A),PC,EXH F/ARM/DLY WPN W/SBI,F,19830101,99999999,417.6,(A),(A),,,
417.8,PC,EXH F/ARM/ETC:RSIST AREST,F,19830101,99999999,417.8,,,,,
418,PC,FORCIBLE ENTRY,M,18720101,99999999,418,,,,,
419,PC,RETAKE LAND AFT LEGAL REM,M,18720101,99999999,419,,,,,
420,PC,PREVENT PUBLIC LAND ENTRY,M,19050101,99999999,420,,,,,
420.1,PC,PRVNT ENTRY OF PRVT LAND,I,19990101,99999999,420.1,,,,,
422,PC,THRTN CRIME:INT:TERRORIZE,F,19880926,20110930,422,,,,,
422,PC,THREAT CRIME:INT:TERORIZE,M,19880926,20110930,422,,,,,
422(A),PC,THRTN CRIME:INT:TERRORIZE,M,20111001,99999999,422,(A),(A),,,
422(A),PC,THRTN CRIME:INT:TERRORIZE,F,20111001,99999999,422,(A),(A),,,
422.4(A),PC,PUBLSH INFO ACADEMC VIOL,M,20090101,99999999,422.4,(A),(A),,,
422.6(A),PC,VIO CIVIL RGHTS:FRCE/THRT,M,19880101,99999999,422.6,(A),(A),,,
422.6(B),PC,DAMAGE PROP:VIO CIVL RGHT,M,19880101,99999999,422.6,(B),(B),,,
422.7(A),PC,CIV RGT VIOL:VIOLENT INJ,F,19880101,99999999,422.7,(A),(A),,,
422.7(B),PC,VIOL CIV RGTS:PROP DAMAGE,F,19880101,99999999,422.7,(B),(B),,,
422.77(A),PC,"WLFL VIOL VC 52.1(B), (C)",M,20220101,99999999,422.77,(A),(A),,,
423.2(A),PC,VIOLENCE/ETC:REP HLTH SVS,M,20020101,99999999,423.2,(A),(A),,,
423.2(B),PC,FORCE ON PRSN:PLCE WRSHIP,M,20020101,99999999,423.2,(B),(B),,,
423.2(C),PC,NONVIOL OBST:REP HLTH SVS,M,20020101,99999999,423.2,(C),(C),,,
423.2(D),PC,NONVIOL OBST:PLCE WORSHIP,M,20020101,99999999,423.2,(D),(D),,,
423.2(E),PC,DAMAGE PROP:REP HLTH SVS,M,20020101,99999999,423.2,(E),(E),,,
423.2(F),PC,DAMAGE PROP:PLACE WORSHIP,M,20020101,99999999,423.2,(F),(F),,,
423.2(G),PC,PHOTO/ETC REPRO PAT INTIM,M,20220101,99999999,423.2,(G),(G),,,
423.2(H),PC,DIST FOTO REPRO PAT INTIM,M,20220101,99999999,423.2,(H),(H),,,
424(A)(1),PC,EMBEZ - APPROP PUB MONEY,F,20201103,99999999,424,(A)(1),(A),(1),,
424(A)(2),PC,EMBEZ - LOANS APPROP PUB,F,20201112,99999999,424,(A)(2),(A),(2),,
424(A)(3),PC,EMBEZ - KEEP FALSE ACCNT,F,20201112,99999999,424,(A)(3),(A),(3),,
424(A)(4),PC,EMBEZ - FALSIFY ACCOUNT,F,20201112,99999999,424,(A)(4),(A),(4),,
424(A)(5),PC,EMBEZ - RFS PAY PUB MNY,F,20201112,99999999,424,(A)(5),(A),(5),,
424(A)(6),PC,EMBEZ - OMITS TO TRSNFER,F,20201112,99999999,424,(A)(6),(A),(6),,
424(A)(7),PC,EMBEZ - RFS TO PAY OFCR,F,20201112,99999999,424,(A)(7),(A),(7),,
424(A)1,PC,EMBEZZLEMENT BY PUB OFCR,F,18720101,20201102,424,(A)1,(A),(1),,
424(A)2,PC,EMBEZZLEMENT BY PUB OFCR,F,18720101,20201111,424,(A)2,(A),(2),,
424(A)3,PC,EMBEZZLEMENT BY PUB OFCR,F,18720101,20201111,424,(A)3,(A),(3),,
424(A)4,PC,EMBEZZLEMENT BY PUB OFCR,F,18720101,20201111,424,(A)4,(A),(4),,
424(A)5,PC,EMBEZZLEMENT BY PUB OFCR,F,18720101,20201111,424,(A)5,(A),(5),,
424(A)6,PC,EMBEZZLEMENT BY PUB OFCR,F,18720101,20201111,424,(A)6,(A),(6),,
424(A)7,PC,EMBEZZLEMENT BY PUB OFCR,F,18720101,20201111,424,(A)7,(A),(7),,
425,PC,FAIL TO PAY PUBLIC MONEY,F,18720101,99999999,425,,,,,
428,PC,HINDER REVENUE COLLECTION,M,18720101,99999999,428,,,,,
429,PC,TELE PRVDR FL COLLECT FEE,M,19910101,99999999,429,,,,,
431,PC,FAIL DEL/ETC TAX RECT/ETC,M,18720101,99999999,431,,,,,
432,PC,POSS BLNK LIC/POLL TX REC,F,18720101,99999999,432,,,,,
432.6(A),LC,REQ APP TO WV RIGHT FEHA,M,20200101,99999999,432.6,(A),(A),,,
436,PC,UNLAWFUL AUCTIONEER,M,18720101,99999999,436,,,,,
439,PC,PROCURING INSURANCE,M,18720101,20201108,439,,,,,
439,PC,PROCR INS FRM UNLIC CMPNY,M,20201109,99999999,439,,,,,
440,PC,REFUSE RECORDS INSPECTION,M,18720101,99999999,440,,,,,
443.17(A),HS,ALTER REQ/AID DYING DRUG,F,20160101,99999999,443.17,(A),(A),,,
443.17(B),HS,COERCE IDV AID DYING DRUG,F,20160101,99999999,443.17,(B),(B),,,
451,PC,MAL SET/ETC FIRE PROP/ETC,F,19800101,99999999,451,,,,,
451(A),PC,ARSON CAUSING GBI,F,19800101,99999999,451,(A),(A),,,
451(B),PC,ARSON:INHABITED STRUCTURE,F,19800101,99999999,451,(B),(B),,,
451(C),PC,ARSON:FOREST LAND,F,19800101,99999999,451,(C),(C),,,
451(D),PC,ARSON:PROPERTY,F,19800101,99999999,451,(D),(D),,,
451(E),PC,ARSON:WHILE CONFINED,F,19800101,99999999,451,(E),(E),,,
451(E),PC,ARSON:WHILE CONFINED,M,19800101,99999999,451,(E),(E),,,
451.1(A),PC,ARSON:SENTENCE ENHANCEMNT,F,19950101,99999999,451.1,(A),(A),,,
451.5,PC,AGGRAVATED ARSON,F,19940907,99999999,451.5,,,,,
451.5(A),PC,AGGRAVATED ARSON,F,19940907,99999999,451.5,(A),(A),,,
451.5(A)(1),PC,AGGRAVATED ARSON W/PRIOR,F,19940907,99999999,451.5,(A)(1),(A),(1),,
451.5(A)(2)(A),PC,"AGG ARSON:+$5,000,000 PD",F,19940907,20091231,451.5,(A)(2)(A),(A),(2),(A),
451.5(A)(2)(A),PC,"AGG ARSON:+$6,500,000PD",F,20100101,99999999,451.5,(A)(2)(A),(A),(2),(A),
451.5(A)(3),PC,AGG ARSON:5+ INHAB STRUCT,F,19940907,99999999,451.5,(A)(3),(A),(3),,
451.5(B),PC,AGGRAVATED ARSON:PUNISH,F,19940907,99999999,451.5,(B),(B),,,
451.5(C),PC,AGG ARSON:PAROLE ELIGIBTY,F,19940907,99999999,451.5,(C),(C),,,
452(A),PC,ARSON:CAUSE GBI,F,19800101,20201028,452,(A),(A),,,
452(A),PC,UNLAW CAUSE FIRE W/GBI,M,19800101,99999999,452,(A),(A),,,
452(A),PC,CAUSE FIRE W/GBI,F,20201029,99999999,452,(A),(A),,,
452(B),PC,CAUSE FIRE OF INHAB STRUC,F,19800101,99999999,452,(B),(B),,,
452(B),PC,CAUSE FIRE OF INHAB STRUC,M,19800101,99999999,452,(B),(B),,,
452(C),PC,CAUSE FIRE OF STRUC/FORES,F,19800101,99999999,452,(C),(C),,,
452(C),PC,CAUSE FIRE:STRUCTR/FOREST,M,19800101,99999999,452,(C),(C),,,
452(D),PC,CAUSING FIRE OF PROPERTY,M,19800101,99999999,452,(D),(D),,,
453(A),PC,POS/ETC ARSON MATERIL/DEV,F,19800101,20201028,453,(A),(A),,,
453(A),PC,ARSON:POS/ETC MAT/DEVICE,M,19800101,20201028,453,(A),(A),,,
453(A),PC,POSS FLAM MTRL/DVC ARSON,F,20201029,99999999,453,(A),(A),,,
453(A),PC,POSS FLAM MTRL/DVC ARSON,M,20201029,99999999,453,(A),(A),,,
453(B),PC,POSSESS/MFG/DISP FIREBOMB,M,19800101,99999999,453,(B),(B),,,
454(A)(1),PC,ARSON:STATE OF INSURRECTN,F,19920831,20211001,454,(A)(1),(A),(1),,
454(A)(2),PC,ARSON:STATE EMERGENCY,F,19920831,20211001,454,(A)(2),(A),(2),,
455,PC,AID IN ARSON,F,19800101,20201111,455,,,,,
455(A),PC,ATTEMPT/AID/ETC IN ARSON,F,20201112,99999999,455,(A),(A),,,
457.1,PC,REG OF ARSON OFFENDER,X,18000101,99999999,457.1,,,,,
457.1(H),PC,FAIL REG:ARSON OFFENDER,M,20000101,99999999,457.1,(H),(H),,,
459,PC,BURGLARY,F,18720101,99999999,459,,,,,
459,PC,BURGLARY:FIRST DEGREE,F,19230101,99999999,459,,,,,
459,PC,BURGLARY:SECOND DEGREE,F,19230101,99999999,459,,,,,
459,PC,BURGLARY:SECOND DEGREE,M,19230101,99999999,459,,,,,
459.5,PC,SHOPLIFTING,M,20141102,20201111,459.5,,,,,
459.5,PC,SHOPLIFTING,F,20141105,20201111,459.5,,,,,
459.5(A),PC,SHOPLIFTING,M,20201112,99999999,459.5,(A),(A),,,
459.5(A),PC,SHOPLIFTING AFTR SPEC OFF,F,20201112,99999999,459.5,(A),(A),,,
460(A),PC,BURGLARY:FIRST DEGREE,F,19920101,99999999,460,(A),(A),,,
460(B),PC,BURGLARY:SECOND DEGREE,F,19920101,99999999,460,(B),(B),,,
460(B),PC,BURGLARY:SECOND DEGREE,M,19920101,99999999,460,(B),(B),,,
461.1,PC,BURGLARY:FIRST DEGREE,F,19230101,99999999,461.1,,,,,
461.2,PC,BURGLARY:SECOND DEGREE,F,19230101,99999999,461.2,,,,,
463(A),PC,BURG/ETC:STATE EMERG/ETC,F,19910101,20201028,463,(A),(A),,,
463(A),PC,LOOTING DURING ST EMERG,M,19910101,99999999,463,(A),(A),,,
463(A),PC,LOOTING DURING ST EMERG,F,20201029,99999999,463,(A),(A),,,
463(B),PC,LOOT/GRAND THEFT ST EMERG,M,19910101,99999999,463,(B),(B),,,
463(B),PC,GRAND THEFT:STATE EMERG,F,19910101,20201101,463,(B),(B),,,
463(B),PC,LOOT/GRAND THEFT ST EMERG,F,20201102,99999999,463,(B),(B),,,
463(C),PC,PETTY THEFT:STATE EMERG,M,19910101,20201101,463,(C),(C),,,
463(C),PC,LOOT/PETTY THEFT ST EMERG,M,20201102,99999999,463,(C),(C),,,
464,PC,BURGLARY W/EXPLOSIVES,F,19250101,20201028,464,,,,,
464,PC,BURGLARY W/EXPLOSIVES/ETC,F,20201029,99999999,464,,,,,
466,PC,POSSESS BURGLARY TOOLS,M,18720101,99999999,466,,,,,
466.1,PC,SELL LOCK PICK/ETC,M,19850101,99999999,466.1,,,,,
466.3(A),PC,POSSESS TAMPER DEVICE,M,19730307,20201028,466.3,(A),(A),,,
466.3(A),PC,POSSESS KEY/TAMPER DEVICE,M,20201029,99999999,466.3,(A),(A),,,
466.5(A),PC,POSS/USE VEH MASTER KEY,M,19681113,20201028,466.5,(A),(A),,,
466.5(A),PC,POSS W/INT VEH MASTER KEY,M,20201029,99999999,466.5,(A),(A),,,
466.5(B),PC,POSSESS VEH MASTER KEY,M,19681113,20201028,466.5,(B),(B),,,
466.5(B),PC,UNLAW USE VEH MASTER KEY,M,20201029,99999999,466.5,(B),(B),,,
466.5(C),PC,MFG/SELL VEH MASTER KEY,M,19681113,99999999,466.5,(C),(C),,,
466.6(A),PC,MAKE VEH/ETC KEY W/O ORDR,M,19930101,99999999,466.6,(A),(A),,,
466.65(A),PC,POSS MOTORCYCL IGNITN DVC,M,20110101,99999999,466.65,(A),(A),,,
466.65(B),PC,POSS HRDWR MOTORCYCL THFT,M,20110101,99999999,466.65,(B),(B),,,
466.7,PC,ILLEGAL POSS OF VEH KEY,M,19780101,99999999,466.7,,,,,
466.8(A),PC,MAKE RES/ETC KEY W/O ORDR,M,19930101,20201028,466.8,(A),(A),,,
466.8(A),PC,MAKE ILL HOUS KEY W/O ORD,M,20201029,99999999,466.8,(A),(A),,,
466.9(A),PC,POSS CODE GRAB DEV:CRIME,M,19960101,99999999,466.9,(A),(A),,,
466.9(B),PC,USE CODE DEV:VEH ALR:CRIM,M,19960101,99999999,466.9,(B),(B),,,
468,PC,BUY/SELL SNIPERSCOPE,M,19580723,99999999,468,,,,,
469,PC,ILLEGAL POSS BUILDING KEY,M,19700914,20201028,469,,,,,
469,PC,POSS ILL ST PUB BLDG KEY,M,20201029,99999999,469,,,,,
470,PC,FORGERY,F,19900101,99999999,470,,,,,
470,PC,FORGERY,M,19050101,99999999,470,,,,,
470(A),PC,FORGERY,F,19090101,99999999,470,(A),(A),,,
470(A),PC,FORGERY:INTENT:DEFRAUD,M,19090101,20201101,470,(A),(A),,,
470(A),PC,FORGERY,M,20201102,99999999,470,(A),(A),,,
470(B),PC,FORGE/ETC HANDWRITING/ETC,F,19990101,99999999,470,(B),(B),,,
470(B),PC,FORGE/ETC HANDWRITING/ETC,M,20141105,99999999,470,(B),(B),,,
470(C),PC,ALTER/ETC WILL/ETC,F,19990101,99999999,470,(C),(C),,,
470(C),PC,ALTER/ETC WILL/ETC,M,19990101,99999999,470,(C),(C),,,
470(D),PC,FALSE CHECK/RECS/CERT/ETC,F,19990101,99999999,470,(D),(D),,,
470(D),PC,FALSE CHECKS/REC/CERT/ETC,M,19990101,99999999,470,(D),(D),,,
470A,PC,ALT/FORGE/ETC DRIV LIC/ID,F,19720304,99999999,470A,,,,,
470A,PC,ALT/FORGE/ETC DRIV LIC/ID,M,19720304,99999999,470A,,,,,
470B,PC,POSS DL/ID TO CMMT FORGRY,F,19720304,99999999,470B,,,,,
470B,PC,POSS DL/ID COMMIT FORGERY,M,19720304,99999999,470B,,,,,
471,PC,MAKE FALSE ENT IN RECORDS,F,18720101,99999999,471,,,,,
471,PC,MAKE FLS ENTRIES IN RCRDS,M,18720101,99999999,471,,,,,
471.5,PC,ALTER MEDICAL RECORDS,M,19750101,99999999,471.5,,,,,
472,PC,FORGE OFFICIAL SEAL,F,18720101,99999999,472,,,,,
472,PC,FORGE/ETC OFFICIAL SEAL,M,18720101,99999999,472,,,,,
473(B),PC,FORGERY:CHECK ETC -$950,M,20141105,99999999,473,(B),(B),,,
474,PC,SEND FORGD TELE MSG:FRAUD,F,19050101,99999999,474,,,,,
474,PC,SEND FORGED TELE MSG DFRD,M,19050101,99999999,474,,,,,
475(A),PC,POS/ETC BAD/ETC CHEKS/ETC,F,19990101,99999999,475,(A),(A),,,
475(A),PC,POS/ETC BAD/ETC CHECK/ETC,M,19990101,99999999,475,(A),(A),,,
475(B),PC,POS BLANK CHEC/ETC:DEFRAD,F,19990101,99999999,475,(B),(B),,,
475(B),PC,POS BLANK CHECK/ETC:FRAUD,M,19990101,99999999,475,(B),(B),,,
475(C),PC,PAS COMPLET CHECK/ETC:DEF,F,19990101,99999999,475,(C),(C),,,
475(C),PC,PASS COMPLETED CHECK/ETC,M,19990101,99999999,475,(C),(C),,,
476,PC,MAKE FICTITIOUS CHECK,F,18720101,20201124,476,,,,,
476,PC,MAKE/ETC FICT CHECK/ETC,M,19330821,99999999,476,,,,,
476,PC,MAKE FICT CHECK INT DFRD,F,20201125,99999999,476,,,,,
476A(A),PC,INSUFICENT FUND:CHECK/ETC,F,19560703,20201101,476A,(A),(A),,,
476A(A),PC,INSUFICNT FUND:CHECK/ETC,M,19560703,20201102,476A,(A),(A),,,
476A(A),PC,INSUFF FUND CHECK $950+,F,20201102,99999999,476A,(A),(A),,,
476A(A),PC,INSUFF FUND CHECK -$950,M,20201103,99999999,476A,(A),(A),,,
476A(B),PC,NONSUFFICIENT FUNDS:CHECK,M,19560703,99999999,476A,(B),(B),,,
476A(B),PC,NONSUFFICIENT FUNDS:CHECK,F,19560703,99999999,476A,(B),(B),,,
477,PC,COUNTERFEITING,F,18720101,99999999,477,,,,,
478,PC,COUNTERFEITING,F,18720101,99999999,478,,,,,
479,PC,POSS/RECEIVE CNTRFT COIN,F,18720101,99999999,479,,,,,
480(A),PC,MAKE/ETC COUNTRFT PLT/ETC,F,20000101,20201101,480,(A),(A),,,
480(A),PC,MAKE/ETC CNTRFEIT PLATES,F,20201102,99999999,480,(A),(A),,,
481,PC,FORGE RR/STEAMSHIP TICKET,F,19050101,99999999,481,,,,,
481,PC,FORGE RR/STEAMSHIP TICKET,M,19350915,99999999,481,,,,,
481.1(A),PC,COUNTERFT FARE MEDIA TRAN,F,19880101,99999999,481.1,(A),(A),,,
481.1(A),PC,CNTRFEIT FARE/MEDIA TRNSP,M,19880101,99999999,481.1,(A),(A),,,
481.1(B),PC,POSS/CNTRFT PUB TRAN FARE,M,19880101,99999999,481.1,(B),(B),,,
482,PC,RESTORE RR/ETC TICKET,M,19050101,20201101,482,,,,,
482,PC,RESTORE CANCELLED RR TCKT,M,20201102,99999999,482,,,,,
483,PC,UNAUTHORIZED TICKET SALE,M,19170101,20201101,483,,,,,
483,PC,SELL PSGR TCKT TO UNAUTH,M,20201102,99999999,483,,,,,
483.5(A),PC,MFG/ETC FALSE ID DOCUMENT,F,19960101,20201111,483.5,(A),(A),,,
483.5(A),PC,MFG/ETC FALSE IDENT DOC,M,19960101,20201111,483.5,(A),(A),,,
483.5(B),PC,POSSESS DOC-MAKING DEVICE,M,19960101,99999999,483.5,(B),(B),,,
483.5(F),PC,MFG/ETC FALSE ID DOCUMENT,F,20201112,99999999,483.5,(F),(F),,,
483.5(F),PC,MFG/ETC FALSE ID DOCUMENT,M,20201112,99999999,483.5,(F),(F),,,
484,PC,THEFT,M,18000101,99999999,484,,,,,
484,PC,THEFT,F,18000101,99999999,484,,,,,
484(A),PC,THEFT PERSONAL PROPERTY,F,19671108,20201028,484,(A),(A),,,
484(A),PC,THEFT OF PERSONAL PROP,M,19671108,99999999,484,(A),(A),,,
484(A),PC,PETTY THEFT,M,19671108,99999999,484,(A),(A),,,
484(A),PC,GRAND THEFT,F,19671108,99999999,484,(A),(A),,,
484(A),PC,THEFT,F,19671108,99999999,484,(A),(A),,,
484(A),PC,THEFT,M,19671108,99999999,484,(A),(A),,,
484(A),PC,PETTY THEFT:$50-,I,19920101,99999999,484,(A),(A),,,
484(A),PC,THEFT OF PROP AFTER PRIOR,F,20201029,99999999,484,(A),(A),,,
484(A)/488,PC,THFT PRSNL PROP/PTY THFT,M,19671108,99999999,484,(A)/488,(A),(488),,
484(A)/666,PC,THFT/PTY THFT W/PRIOR,F,19671108,99999999,484,(A)/666,(A),(666),,
484(A)/666,PC,PETTY THEFT/THEFT W/PRIOR,M,19671108,99999999,484,(A)/666,(A),(666),,
484(B)(1),PC,THEFT:RENTAL PROPERTY,M,20010101,99999999,484,(B)(1),(B),(1),,
484(B)(1),PC,THEFT:RENTAL PROPERTY,F,20010101,99999999,484,(B)(1),(B),(1),,
484.1(A),PC,FALS INF/ETC:PAWNBRKR/ETC,M,19890101,20201101,484.1,(A),(A),,,
484.1(A),PC,FALS INF/ETC:PAWNBRKR/ETC,F,19890101,20201101,484.1,(A),(A),,,
484.1(A),PC,FLS INFO TO PWNBRKR -$950,M,20201102,99999999,484.1,(A),(A),,,
484.1(A),PC,FLS INFO TO PWNBRKR $950+,F,20201102,99999999,484.1,(A),(A),,,
484B,PC,DIVERSION OF FUNDS,M,19650917,20201101,484B,,,,,
484B,PC,DIVERT FUNDS $1000+,F,19650917,20201101,484B,,,,,
484B,PC,DIVERSION OF FUNDS -$2350,M,20201102,99999999,484B,,,,,
484B,PC,DIVERSION OF FUNDS $2350+,F,20201102,99999999,484B,,,,,
484C,PC,OBTAIN MONEY BY FLS VOUCH,F,19650917,99999999,484C,,,,,
484C,PC,OBT MONEY BY FLS VOUCHER,M,19650917,99999999,484C,,,,,
484E(A),PC,ACQ ACC CARD:INT:SELL/ETC,M,19950101,20201103,484E,(A),(A),,,
484E(A),PC,SELL/ETC LOST/ETC ACC CRD,F,19990101,20201103,484E,(A),(A),,,
484E(A),PC,ACQ ACCES CARD W/INT SELL,M,20201104,99999999,484E,(A),(A),,,
484E(A),PC,ACQ ACCES CARD W/INT SELL,F,20201104,99999999,484E,(A),(A),,,
484E(B),PC,GRAND THEFT ACC CARDS 4+,F,19990101,20201103,484E,(B),(B),,,
484E(B),PC,ACQ ACCES CRD INT SELL 4+,M,19990101,99999999,484E,(B),(B),,,
484E(B),PC,ACQ ACCES CRD INT SELL 4+,F,20201104,99999999,484E,(B),(B),,,
484E(C),PC,SEL/ETC ACCESS CARD:FRAUD,M,19950101,99999999,484E,(C),(C),,,
484E(D),PC,USE ACC ACOUNT INFO NO OK,F,19990101,99999999,484E,(D),(D),,,
484E(D),PC,USE ACC ACOUNT DATA:NO OK,M,19990101,99999999,484E,(D),(D),,,
484F(A),PC,FORGE ACCESS CARD:DEFRAUD,F,19950101,99999999,484F,(A),(A),,,
484F(A),PC,FORGE ACCESS CARD:DEFRAUD,M,19950101,99999999,484F,(A),(A),,,
484F(B),PC,FORGE NAME:ACC CARD/ETC,F,19950101,99999999,484F,(B),(B),,,
484F(B),PC,FORGE NAME:ACC CARD/ETC,M,19950101,99999999,484F,(B),(B),,,
484G,PC,THFT:USE ACCESS CRD DATA,F,19870101,99999999,484G,,,,,
484G,PC,THFT:USE ACCESS CARD DATA,M,19870101,99999999,484G,,,,,
484G(A),PC,THEFT:FORGED ACCESS CARD,F,19870101,99999999,484G,(A),(A),,,
484G(A),PC,THEFT:FORGED ACCESS CARD,M,19870101,99999999,484G,(A),(A),,,
484G(B),PC,THEFT:CRDT CRD HLDR $400+,F,19870101,20201102,484G,(B),(B),,,
484G(B),PC,THEFT:MISREP AS CARD HLDR,M,19870101,99999999,484G,(B),(B),,,
484G(B),PC,UNAUTH USE ACCSS CRD 950+,F,20201103,99999999,484G,(B),(B),,,
484H(A),PC,MRCH ACPT BAD A/CRD $400+,F,19870101,20201102,484H,(A),(A),,,
484H(A),PC,MRCH ACPT BAD A/CRD -$400,M,19870101,20201103,484H,(A),(A),,,
484H(A),PC,ACCPT BAD ACCES CRD $950+,F,20201103,99999999,484H,(A),(A),,,
484H(A),PC,ACCPT BAD ACCES CRD -$950,M,20201104,99999999,484H,(A),(A),,,
484H(B),PC,FAIL FURNISH GOODS/SRV,F,19870101,20201101,484H,(B),(B),,,
484H(B),PC,FAIL FURNISH GOODS/SRV,M,19870101,20201101,484H,(B),(B),,,
484H(B),PC,RCV PYMNT ITEMS NOT PURCH,F,20201102,99999999,484H,(B),(B),,,
484H(B),PC,RCV PYMNT ITEMS NOT PURCH,M,20201102,99999999,484H,(B),(B),,,
484I(A),PC,UNLAWFUL ACCESS CARD POSS,M,19870101,20201103,484I,(A),(A),,,
484I(A),PC,POSS INCOMPLETE ACCS CARD,M,20201104,99999999,484I,(A),(A),,,
484I(B),PC,ALT/ETC ACC ACCOUNT DATA,F,19990101,20201103,484I,(B),(B),,,
484I(B),PC,ALTER/ETC CARD ACCNT INFO,M,19990101,99999999,484I,(B),(B),,,
484I(B),PC,ALTER/ETC CARD ACCNT INFO,F,20201104,99999999,484I,(B),(B),,,
484I(C),PC,MAKE/ETC EQUIP:FAKE CARDS,F,19990101,99999999,484I,(C),(C),,,
484I(C),PC,MAKE/ETC EQUIP:FAKE CARD,M,19990101,99999999,484I,(C),(C),,,
484J,PC,PUBLIC ACCESS CARD NBR,M,19870101,99999999,484J,,,,,
485,PC,APPROPR LOST PROP,F,18720101,99999999,485,,,,,
485,PC,APPROPR LOST PROP,M,18720101,99999999,485,,,,,
487,PC,GRAND THEFT,F,18720101,99999999,487,,,,,
487(A),PC,GRDTHFT:MONEY/LABOR/PROP,F,19931011,99999999,487,(A),(A),,,
487(A),PC,GRDTHFT:MONEY/LABOR/PROP,M,19931011,99999999,487,(A),(A),,,
487(B)(1)(A),PC,GRND THEFT:FOWL/FRUIT/ETC,F,19931011,99999999,487,(B)(1)(A),(B),(1),(A),
487(B)(1)(A),PC,GRAND THFT FOWL/FRUIT/ETC,M,19931011,99999999,487,(B)(1)(A),(B),(1),(A),
487(B)(2),PC,G/THFT:FISH/ETC,F,19970101,99999999,487,(B)(2),(B),(2),,
487(B)(2),PC,GRTHFT:FISH/ETC,M,19970101,99999999,487,(B)(2),(B),(2),,
487(B)(3),PC,GRAND THFT BY SERVANT/ETC,F,19931011,99999999,487,(B)(3),(B),(3),,
487(B)(3),PC,GRAND THFT BY SERVANT/ETC,M,19931011,99999999,487,(B)(3),(B),(3),,
487(C),PC,GRAND THEFT FROM PERSON,F,19931011,99999999,487,(C),(C),,,
487(C),PC,GRAND THEFT FROM PERSON,M,19931011,99999999,487,(C),(C),,,
487(D)(1),PC,GRAND THEFT:AUTO,F,20030101,99999999,487,(D)(1),(D),(1),,
487(D)(1),PC,GRAND THEFT:AUTO,M,20030101,99999999,487,(D)(1),(D),(1),,
487(D)(1),PC,GRANDTHEFT:HORSE/GOAT/ETC,F,20030101,20131231,487,(D)(1),(D),(1),,
487(D)(1),PC,GRANDTHEFT:HORSE/GOAT/ETC,M,20030101,20131231,487,(D)(1),(D),(1),,
487(D)(2),PC,GRAND THEFT:FIREARM,F,20030101,99999999,487,(D)(2),(D),(2),,
487A(A),PC,GRAND THEFT:ANML CARCASS,F,19530909,20201029,487A,(A),(A),,,
487A(A),PC,GRAND THFT:ANIMAL CARCASS,M,19530909,20201101,487A,(A),(A),,,
487A(A),PC,GRAND THEFT ANIMAL,F,20201030,99999999,487A,(A),(A),,,
487A(A),PC,GRAND THEFT ANIMAL,M,20201102,99999999,487A,(A),(A),,,
487A(B),PC,GRAND THEFT:CARCAS PORTN,F,19530909,20201029,487A,(B),(B),,,
487A(B),PC,GRAND THEFT:CARCASS PORTN,M,19530909,20201101,487A,(B),(B),,,
487A(B),PC,GRAND THEFT:CARCAS PORTN,F,20201030,99999999,487A,(B),(B),,,
487A(B),PC,GRAND THFT ANIMAL CARCASS,M,20201102,99999999,487A,(B),(B),,,
487A(C),PC,G/THFT:CARCAS W/O CONSENT,M,20140101,20201101,487A,(C),(C),,,
487A(C),PC,G/THFT:CARCAS W/O CONSENT,F,20140101,20201101,487A,(C),(C),,,
487A(C),PC,GRAND THFT CARCASS PORTN,M,20201102,99999999,487A,(C),(C),,,
