_geocodio_number,_geocodio_street,_geocodio_city,_geocodio_state,_geocodio_zip,_geocodio_street_address,_project_types,_org_names,_org_ids,_subcategory,_category,_parsed,_coc_ids
18682,E PEARL AVE,ORANGE,CA,92869,18682 E PEARL AVE,OPH; TH,Hope Family Housing-El Modena,5338,mixed support,sheltered,"18682 E PEARL AVE, ORANGE, CA, 92869",CA-602
18715,SW BLANTON ST,BEAVERTON,OR,97078,18715 SW BLANTON ST,PSH,Tri-Haven Room and Board - 12 units Shelter Plus Care project-based; Tri-Haven; Tri-Haven: 12 units CoC Program project-based rent assistance,5925,permanent supportive housing,sheltered,"18715 SW BLANTON ST, BEAVERTON, OR, 97078",OR-506
1875,NE PURCELL BLVD,BEND,OR,97701,1875 NE PURCELL BLVD,TH,Horizon House,11213,transitional housing,sheltered,"1875 NE PURCELL BLVD, BEND, OR, 97701",OR-503
1880,HILL ST SE,ALBANY,OR,97322,1880 HILL ST SE,TH,CSC-HIC-Fish Guest House - TH (4059) [ROCC],30855,transitional housing,sheltered,"1880 HILL ST SE, ALBANY, OR, 97322",OR-505
1881,SW TIMBER AVE,REDMOND,OR,97756,1881 SW TIMBER AVE,OPH; PSH,Barbara's Place,14890,mixed support,sheltered,"1881 SW TIMBER AVE, REDMOND, OR, 97756",OR-503
18822,BEACH BLVD,HUNTINGTON BEACH,CA,92648,18822 BEACH BLVD,ES,Emergency Housing for Youth,22419,emergency shelter,unhoused,"18822 BEACH BLVD, HUNTINGTON BEACH, CA, 92648",CA-602
1885,ANAHEIM AVE,COSTA MESA,CA,92627,1885 ANAHEIM AVE,ES,Costa Mesa Bridge Shelter,4661,emergency shelter,unhoused,"1885 ANAHEIM AVE, COSTA MESA, CA, 92627",CA-602
189,E THOMPSON BLVD,VENTURA,CA,93001,189 E THOMPSON BLVD,PSH,E Street,9565,permanent supportive housing,sheltered,"189 E THOMPSON BLVD, VENTURA, CA, 93001",CA-611
1891,N GAFFEY ST,SAN PEDRO,CA,90731,1891 N GAFFEY ST,RRH; PSH,SSVF Operation Healthy Homecoming RRH; HFH DMH CoC Bonus; HFH DHS CoC Bonus; HFH HJC; SSVF RRH Surge SPA 8,30785; 11064,mixed support,sheltered,"1891 N GAFFEY ST, SAN PEDRO, CA, 90731",CA-602; CA-600
18916,3RD AVE,POULSBO,WA,98370,18916 3RD AVE,ES,NKFHotel Vouchers; Hotel/Motel Vouchers,23763,emergency shelter,unhoused,"18916 3RD AVE, POULSBO, WA, 98370",WA-501
1896,SENTER RD,SAN JOSE,CA,95112,1896 SENTER RD,PSH,SCC MHD - MHSA Paseo Senter I & II (1896 & 1900 Senter Rd)(2903); SCC MHD - MHSA Paseo Senter I & II (1896 & 1900 Senter Rd),5902,permanent supportive housing,sheltered,"1896 SENTER RD, SAN JOSE, CA, 95112",CA-500
18966,CARTER ST,TUOLUMNE,CA,95379,18966 CARTER ST,TH,ATCAA Transitional Housing,438,transitional housing,sheltered,"18966 CARTER ST, TUOLUMNE, CA, 95379",CA-526
1898,SENTER RD,SAN JOSE,CA,95112,1898 SENTER RD,PSH,Paseo Senter I (1898 Senter Rd) - McKinney; Charities Housing - Paseo Senter I (1898 Senter Rd) - McKinney(1783); SCC MHD - MHSA Paseo Senter I & II (1896 & 1900 Senter Rd),1279; 5902,permanent supportive housing,sheltered,"1898 SENTER RD, SAN JOSE, CA, 95112",CA-500
19,SW CENTURY DR,BEND,OR,97702,19 SW CENTURY DR,TH; ES,Emergency Shelter; The Loft; The Loft TLP; Loft - DHS & OYA; Safe Homes; Basic Center; The Loft/OYA; Emergency Shelter SO-SP; Basic Center (Outreach),8108,mixed support,sheltered,"19 SW CENTURY DR, BEND, OR, 97702",OR-503
19,W PACIFIC AVE,SPOKANE,WA,99201,19 W PACIFIC AVE,RRH; PSH,RRH for HH with Children (WA0353); CC--RRH--Priority Spokane; CC--PSH--PSH For Families County CHG; Priority Spokane Rapid Rehousing; County--RRH--Rapid Rehousing; County--RRH--TANF Rapid Rehousing; Rapid Rehousing for Families (WA0302); CC--RRH--WA0353--RRH for HH with Children; CC--PSH--PSH for Families CHG; CC--RRH--WA0302--Rapid Rehousing for Families; CC--RRH--County CHG,8118; 9922,mixed support,sheltered,"19 W PACIFIC AVE, SPOKANE, WA, 99201",WA-502
190,GARDEN HWY,YUBA CITY,CA,95991,190 GARDEN HWY,ES,Emergency Motel Project,7016,emergency shelter,unhoused,"190 GARDEN HWY, YUBA CITY, CA, 95991",CA-524
190,MILL ST,SAN RAFAEL,CA,94901,190 MILL ST,ES,Mill Street Center,3397,emergency shelter,unhoused,"190 MILL ST, SAN RAFAEL, CA, 94901",CA-507
190,QUEEN ANNE AVE N,SEATTLE,WA,98109,190 QUEEN ANNE AVE N,PSH,VASH,11465,permanent supportive housing,sheltered,"190 QUEEN ANNE AVE N, SEATTLE, WA, 98109",WA-500
1900,FT VANCOUVER WAY,VANCOUVER,WA,98663,1900 FT VANCOUVER WAY,PSH,Central Park Place S+C; Central Park Place; Central Park Place - VASH,10204,permanent supportive housing,sheltered,"1900 FT VANCOUVER WAY, VANCOUVER, WA, 98663",WA-508
1900,HOMEVIEW DR,MEDFORD,OR,97501,1900 HOMEVIEW DR,PSH,Sky Vista; OnTrack - SKY VISTA (SHP)  (4285),5320,permanent supportive housing,sheltered,"1900 HOMEVIEW DR, MEDFORD, OR, 97501",OR-502
1900,MARIPOSA ST,KINGSBURG,CA,93631,1900 MARIPOSA ST,RRH; PSH,Project Homestead; Project Hearth; Project Home Plate; Bridge to Home 1 (Project Homeward); Project Rise; Bridge to Home 2 (Project Homeward),2620,mixed support,sheltered,"1900 MARIPOSA ST, KINGSBURG, CA, 93631",CA-514
1900,N GATEWAY BLVD,FRESNO,CA,93727,1900 N GATEWAY BLVD,RRH; ES,HDAP ESG Motel Payment; County Rapid Rehousing; HDAP; HDAP Motel Payment; ESG Project Unite,7530; 23928,mixed support,sheltered,"1900 N GATEWAY BLVD, FRESNO, CA, 93727",CA-514
1900,POINT WEST WAY,SACRAMENTO,CA,95815,1900 POINT WEST WAY,TH; ES,Winter Shelter Program; Open Arms Emergency Shelter,42347; 42348,mixed support,sheltered,"1900 POINT WEST WAY, SACRAMENTO, CA, 95815",CA-503
1900,RAINIER AVE S,SEATTLE,WA,98144,1900 RAINIER AVE S,ES; RRH; TH; PSH,Wellspring - Rapid ReHousing; Wellspring - RRH; Wellspring RRH - Seattle RRH CoC; Housing Services Intervention - Interim Housing; Hope through Housing; Transitional - scattered Site; Transitional Housing,2767; 7725,mixed support,sheltered,"1900 RAINIER AVE S, SEATTLE, WA, 98144",WA-500
1901,FAIRVIEW ST,BERKELEY,CA,94703,1901 FAIRVIEW ST,RRH,BFHP CES ESG RRH,876,rapid rehousing,sheltered,"1901 FAIRVIEW ST, BERKELEY, CA, 94703",CA-502
1901,FRONT ST NE,SALEM,OR,97301,1901 FRONT ST NE,OPH; TH,The Salvation Army SHAP - TH; Salvation Army (Salem) -  SHAP - TRANSITIONAL HOUSING (3760) [ROCC]; MWVCAA-HIC-Salvation Army-TH (4513) [ROCC]; Salem Housing Authority - MC - HRAP - PSH (6121) [ROCC]; Salem Housing Authority - PC - HRAP - PSH (6167) [ROCC],41567; 30984; 42642; 43069,mixed support,sheltered,"1901 FRONT ST NE, SALEM, OR, 97301",OR-505; OR-504
1901,MAIN ST,SANTA MONICA,CA,90405,1901 MAIN ST,PSH,Consolidated SIP; City of Santa Monica Serial Inebriate-Outreach Program; 2008 SMHA S+C Award - Expansion; 2007 Shelter Plus Care Program - Main Grant,1684,permanent supportive housing,sheltered,"1901 MAIN ST, SANTA MONICA, CA, 90405",CA-600
1901,MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98144,1901 MARTIN LUTHER KING JR WAY S,RRH,Sea/King RRH for YA - THS,7338,rapid rehousing,sheltered,"1901 MARTIN LUTHER KING JR WAY S, SEATTLE, WA, 98144",WA-500
19019,100TH AVE NE,BOTHELL,WA,98011,19019 100TH AVE NE,TH,New Ground Bothell,2625,transitional housing,sheltered,"19019 100TH AVE NE, BOTHELL, WA, 98011",WA-500
1902,2ND AVE,SEATTLE,WA,98101,1902 2ND AVE,ES; OPH; TH; PSH,Lifelong AIDS Alliance at the Josephinum; WHEEL Women's Shelter; Parke Studios; SHARE Consolidated Shelters; Palo Studios; Parke Studios (at the Josephinum),12272; 6643; 7559; 807; 4210,mixed support,sheltered,"1902 2ND AVE, SEATTLE, WA, 98101",WA-500
19036,STONEHURST LN,HUNTINGTON BEACH,CA,92648,19036 STONEHURST LN,RRH; ES,Rapid Re-housing; Build Futures,22419,mixed support,sheltered,"19036 STONEHURST LN, HUNTINGTON BEACH, CA, 92648",CA-602
1905,S COURT ST,VISALIA,CA,93277,1905 S COURT ST,TH,Court Street Transitional; Court Street Transitional Center,10152,transitional housing,sheltered,"1905 S COURT ST, VISALIA, CA, 93277",CA-513
1906,W GARVEY AVE S,WEST COVINA,CA,91790,1906 W GARVEY AVE S,RRH,Adult Reentry Rental Assistance (ARRAP),28847,rapid rehousing,sheltered,"1906 W GARVEY AVE S, WEST COVINA, CA, 91790",CA-600
191,GOLDEN GATE AVE,SAN FRANCISCO,CA,94102,191 GOLDEN GATE AVE,TH; ES,Stabilization Housing Program; LSS HOPWA,2226; 4361,mixed support,sheltered,"191 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",CA-501
191,N OAK AVE,PASADENA,CA,91107,191 N OAK AVE,RRH,Rapid Rehousing - CESH,44002,rapid rehousing,sheltered,"191 N OAK AVE, PASADENA, CA, 91107",CA-607
1910,E SPRAGUE AVE,SPOKANE,WA,99202,1910 E SPRAGUE AVE,ES,Truth Ministries Emergency Shelter; Truth Ministries--ES--Shelter,6912,emergency shelter,unhoused,"1910 E SPRAGUE AVE, SPOKANE, WA, 99202",WA-502
1910,FRONT ST NE,SALEM,OR,97301,1910 FRONT ST NE,ES,United Way - SafeSleep - ES,44308,emergency shelter,unhoused,"1910 FRONT ST NE, SALEM, OR, 97301",OR-504
1910,N LINWOOD AVE,SANTA ANA,CA,92705,1910 N LINWOOD AVE,TH,Positive Steps House,7778,transitional housing,sheltered,"1910 N LINWOOD AVE, SANTA ANA, CA, 92705",CA-602
1911,AURORA AVE N,SEATTLE,WA,98109,1911 AURORA AVE N,TH; ES,Aloha Inn,12272,mixed support,sheltered,"1911 AURORA AVE N, SEATTLE, WA, 98109",WA-500
1911,C ST,BELLINGHAM,WA,98225,1911 C ST,ES,LYDOur Saviours Emergency House,4587,emergency shelter,unhoused,"1911 C ST, BELLINGHAM, WA, 98225",WA-501
1911,GARDENA AVE,GLENDALE,CA,91204,1911 GARDENA AVE,PSH,1911 Gardena,9499,permanent supportive housing,sheltered,"1911 GARDENA AVE, GLENDALE, CA, 91204",CA-612
1911,WILLIAMS DR,OXNARD,CA,93036,1911 WILLIAMS DR,ES; PSH,Emergency Motel Vouchers; East County and Oxnard Tenant Based Rental Assistance,10207,mixed support,sheltered,"1911 WILLIAMS DR, OXNARD, CA, 93036",CA-611
1912,W 18TH ST,PORT ANGELES,WA,98363,1912 W 18TH ST,ES,CCDSCRC (LSA); CCDSCRC (PIT),41303,emergency shelter,unhoused,"1912 W 18TH ST, PORT ANGELES, WA, 98363",WA-501
1916,SALEM ST,CHICO,CA,95928,1916 SALEM ST,PSH,James Place,8215,permanent supportive housing,sheltered,"1916 SALEM ST, CHICO, CA, 95928",CA-519
19160,STEVENS CREEK BLVD,CUPERTINO,CA,95014,19160 STEVENS CREEK BLVD,PSH,[CCP Housing Maintenance] The Veranda PBV; PSH at the Veranda,5902; 3815,permanent supportive housing,sheltered,"19160 STEVENS CREEK BLVD, CUPERTINO, CA, 95014",CA-500
1918,EVERETT AVE,EVERETT,WA,98201,1918 EVERETT AVE,RRH; TH; OPH; PSH,CCS-Homeless Families HAL; CCS-Rapid Rehousing ESG Commerce; CCS-Journey Home; CCS-The Road Home; CCS-Ending Family Homelessness; CCS-Pregnant Parenting Households-PSH; CCS-Rapid Rehousing CHG Non EFH; CCS-Rapid Rehousing Fed ESG; CCS-Housing Opportunities Program-TBRA; CCS-Road to Recovery; Housing Opportunities Program - PBRA; SSVF-CCS; CCS-SSVF-RR; CCS-Rapid Rehousing non-ESG; CCS-Rapid Rehousing (ESG Fed and match); CCS-Rapid Rehousing (ESG Comm and match); CCS-Rapid Rehousing CoC; Housing Opportunities Program -  TBRA; CCS-Homeless Familes Home At Last; CCS-Permanent Supportive Housing for Veterans; CCS-PPH; CCS-Home Connection; CCS-Housing Opportunities Program - PBRA; CCS-Meadowdale,8163,mixed support,sheltered,"1918 EVERETT AVE, EVERETT, WA, 98201",WA-504
1919,196TH ST SW,LYNNWOOD,WA,98036,1919 196TH ST SW,PSH,Sebastian Place; Sebastian Place (VASH),8163,permanent supportive housing,sheltered,"1919 196TH ST SW, LYNNWOOD, WA, 98036",WA-504
1919,APPLE ST,OCEANSIDE,CA,92054,1919 APPLE ST,ES,Alliance NC Winter Shelter (6102); ARS North County (6102),910,emergency shelter,unhoused,"1919 APPLE ST, OCEANSIDE, CA, 92054",CA-601
1920,CHINO ST,SANTA BARBARA,CA,93101,1920 CHINO ST,PSH,Chino House,18891,permanent supportive housing,sheltered,"1920 CHINO ST, SANTA BARBARA, CA, 93101",CA-603
1920,LINDEN AVE,REDDING,CA,96001,1920 LINDEN AVE,OPH; PSH,Francis Court II,2532,mixed support,sheltered,"1920 LINDEN AVE, REDDING, CA, 96001",CA-516
1920,W 3RD ST,LOS ANGELES,CA,90057,1920 W 3RD ST,ES; TH; PSH,Stabilization Supportive Housing; A Bridge Home Casa Azul; HAUS; CES Bridge Housing Casa Azul,41832; 28693; 5405,mixed support,sheltered,"1920 W 3RD ST, LOS ANGELES, CA, 90057",CA-600
1921,3RD AVE,SEATTLE,WA,98101,1921 3RD AVE,ES,Bridge Shelter,12272,emergency shelter,unhoused,"1921 3RD AVE, SEATTLE, WA, 98101",WA-500
1921,CANAL ST,MERCED,CA,95340,1921 CANAL ST,ES,Warming Center,9231,emergency shelter,unhoused,"1921 CANAL ST, MERCED, CA, 95340",CA-520
1924,ARGYLE AVE,LOS ANGELES,CA,90068,1924 ARGYLE AVE,PSH,CA0994 Housing Works Home First,29154,permanent supportive housing,sheltered,"1924 ARGYLE AVE, LOS ANGELES, CA, 90068",CA-600
1924,COOPER DR,SANTA ROSA,CA,95404,1924 COOPER DR,TH,Cooper House,3647,transitional housing,sheltered,"1924 COOPER DR, SANTA ROSA, CA, 95404",CA-504
1924,ORANGEVIEW AVE,PLACENTIA,CA,92870,1924 ORANGEVIEW AVE,PSH,VASH Project-Based Vouchers - Placentia Veteran's Villiage,11202,permanent supportive housing,sheltered,"1924 ORANGEVIEW AVE, PLACENTIA, CA, 92870",CA-602
1924,TRINITY AVE,WALNUT CREEK,CA,94596,1924 TRINITY AVE,PSH; ES,Trinity Winter Shelter; St. Pauls Commons,38462; 9613,mixed support,sheltered,"1924 TRINITY AVE, WALNUT CREEK, CA, 94596",CA-505
1925,W WASHINGTON BLVD,LOS ANGELES,CA,90018,1925 W WASHINGTON BLVD,PSH,CA0420 HACLA Crossroads Village; Crossroad's Village,11064,permanent supportive housing,sheltered,"1925 W WASHINGTON BLVD, LOS ANGELES, CA, 90018",CA-600
1926,SALEM ST,CHICO,CA,95928,1926 SALEM ST,TH,Friends House,8215,transitional housing,sheltered,"1926 SALEM ST, CHICO, CA, 95928",CA-519
1930,BOREN AVE,SEATTLE,WA,98101,1930 BOREN AVE,ES,Spruce Street,16270,emergency shelter,unhoused,"1930 BOREN AVE, SEATTLE, WA, 98101",WA-500
1931,CENTER ST,BERKELEY,CA,94704,1931 CENTER ST,TH; SH; ES,BFHP Men's Overnight Shelter; MOS VA GPD Transitional House,876; 885,mixed support,sheltered,"1931 CENTER ST, BERKELEY, CA, 94704",CA-502
19321,46TH AVE W,LYNNWOOD,WA,98036,19321 46TH AVE W,OPH; PSH,YWCA-Trinity Apartments; Trinity Apts.,7639,mixed support,sheltered,"19321 46TH AVE W, LYNNWOOD, WA, 98036",WA-504
1933,ELMWOOD DR,SANTA MARIA,CA,93455,1933 ELMWOOD DR,PSH,Clean and Sober Living - Elmwood House,2892,permanent supportive housing,sheltered,"1933 ELMWOOD DR, SANTA MARIA, CA, 93455",CA-603
1934,ALLESANDRO ST,LOS ANGELES,CA,90039,1934 ALLESANDRO ST,PSH,Allesandro Apartments,8861,permanent supportive housing,sheltered,"1934 ALLESANDRO ST, LOS ANGELES, CA, 90039",CA-600
1935,N HOLY NAMES CT,SPOKANE,WA,99224,1935 N HOLY NAMES CT,OPH,CC--PH--Sister Haven,8118,OPH,sheltered,"1935 N HOLY NAMES CT, SPOKANE, WA, 99224",WA-502
1935,NEWPORT AVE,GROVER BEACH,CA,93433,1935 NEWPORT AVE,ES,South County Warming Center,41461,emergency shelter,unhoused,"1935 NEWPORT AVE, GROVER BEACH, CA, 93433",CA-614
1938,ARGYLE AVE,LOS ANGELES,CA,90068,1938 ARGYLE AVE,PSH,Argyle Court Apartments,8861,permanent supportive housing,sheltered,"1938 ARGYLE AVE, LOS ANGELES, CA, 90068",CA-600
1938,N ARGYLE AVE,LOS ANGELES,CA,90068,1938 N ARGYLE AVE,PSH,Argyle Court Apartments,8861,permanent supportive housing,sheltered,"1938 N ARGYLE AVE, LOS ANGELES, CA, 90068",CA-600
1942,SHERIDAN AVE,NORTH BEND,OR,97459,1942 SHERIDAN AVE,ES; RRH; PSH,BAFS - ES - SHELTERPOINT (4181) [ROCC]; BAFS- RRH (5714) [ROCC]; BAFS - COOLS - PSH - SHELTERPOINT (4227) [ROCC]; BAFS - COOLS - PH - SHELTERPOINT (4227) [ROCC],30815,mixed support,sheltered,"1942 SHERIDAN AVE, NORTH BEND, OR, 97459",OR-505
1948,W ORANGE AVE,EL CENTRO,CA,92243,1948 W ORANGE AVE,ES,House of Hope,1225,emergency shelter,unhoused,"1948 W ORANGE AVE, EL CENTRO, CA, 92243",CA-613
195,22ND ST,RICHMOND,CA,94801,195 22ND ST,TH,Bissell Cottages; Pomona Apartments,1867,transitional housing,sheltered,"195 22ND ST, RICHMOND, CA, 94801",CA-505
1950,JEFFERSON ST,NAPA,CA,94559,1950 JEFFERSON ST,ES,Nightingale Napa,1097,emergency shelter,unhoused,"1950 JEFFERSON ST, NAPA, CA, 94559",CA-517
1950,MISSION ST,SAN FRANCISCO,CA,94103,1950 MISSION ST,PSH; OPH; ES,Navigation Center; 1950 Mission,2483; 1141,mixed support,sheltered,"1950 MISSION ST, SAN FRANCISCO, CA, 94103",CA-501
19514,73RD AVE W,LYNNWOOD,WA,98036,19514 73RD AVE W,PSH,McKinney Shared,,permanent supportive housing,sheltered,"19514 73RD AVE W, LYNNWOOD, WA, 98036",WA-504
19531,MCLANE ST,PALM SPRINGS,CA,92262,19531 MCLANE ST,PSH; ES,Behavioral Health - Coachella Valley Permanent Housing; Roys Desert Resource Center; Coachella Valley PH 'The Path'; RCDMH Coachella Valley Permanent Housing,1888; 41612; 3999,mixed support,sheltered,"19531 MCLANE ST, PALM SPRINGS, CA, 92262",CA-608
1954,PLACENTIA AVE,COSTA MESA,CA,92627,1954 PLACENTIA AVE,RRH,Family Stability Program,30793,rapid rehousing,sheltered,"1954 PLACENTIA AVE, COSTA MESA, CA, 92627",CA-602
19550,INTERNATIONAL BLVD,SEATAC,WA,98188,19550 INTERNATIONAL BLVD,OPH; RRH,SYFC Family Housing Services; SYFC - Rapid Rehousing,39989,mixed support,sheltered,"19550 INTERNATIONAL BLVD, SEATAC, WA, 98188",WA-500
1959,JEFFERSON ST,NAPA,CA,94559,1959 JEFFERSON ST,ES,Nightingale Napa,1097,emergency shelter,unhoused,"1959 JEFFERSON ST, NAPA, CA, 94559",CA-517
1959,SW MORRISON ST,PORTLAND,OR,97205,1959 SW MORRISON ST,PSH,Northwest Pilot Project - Morrison SPC: spcich (3191); Northwest Pilot Project - Morrison Project PSH (2778); Northwest Pilot Project - PSH Projects (2778),9408,permanent supportive housing,sheltered,"1959 SW MORRISON ST, PORTLAND, OR, 97205",OR-501
1960,ETHAN WAY,SACRAMENTO,CA,95825,1960 ETHAN WAY,PSH,Ardenaire Apartments,4461,permanent supportive housing,sheltered,"1960 ETHAN WAY, SACRAMENTO, CA, 95825",CA-503
1960,N HOLY NAMES CT,SPOKANE,WA,99224,1960 N HOLY NAMES CT,ES,CC--ES--Warming Center,8118,emergency shelter,unhoused,"1960 N HOLY NAMES CT, SPOKANE, WA, 99224",WA-502
19600,NE GABRIEL RD,YACOLT,WA,98675,19600 NE GABRIEL RD,TH,Home on the Range,7358,transitional housing,sheltered,"19600 NE GABRIEL RD, YACOLT, WA, 98675",WA-508
19610,20TH AVE NE,SHORELINE,WA,98155,19610 20TH AVE NE,TH,Family Program (Shoreline); Jacob's Well,7258,transitional housing,sheltered,"19610 20TH AVE NE, SHORELINE, WA, 98155",WA-500
1963,APPLE ST,OCEANSIDE,CA,92054,1963 APPLE ST,TH; ES,WRC - TH - Oceanside (5837); WRC - ES - Emergency (1849),44179; 44178,mixed support,sheltered,"1963 APPLE ST, OCEANSIDE, CA, 92054",CA-601
1963,WALLACE AVE,COSTA MESA,CA,92627,1963 WALLACE AVE,TH,"Stage-One Transitional Housing Program â€“ Costa Mesa, CA; Stage Two Transitional Housing - Tustin",,transitional housing,sheltered,"1963 WALLACE AVE, COSTA MESA, CA, 92627",CA-602
1965,LIVE OAK BLVD,YUBA CITY,CA,95991,1965 LIVE OAK BLVD,ES,Better Way,42050,emergency shelter,unhoused,"1965 LIVE OAK BLVD, YUBA CITY, CA, 95991",CA-524
19703,68TH AVE W,LYNNWOOD,WA,98036,19703 68TH AVE W,OPH,Family Village Lynnwood; YWCA-Family Village Lynnwood,7639,OPH,sheltered,"19703 68TH AVE W, LYNNWOOD, WA, 98036",WA-504
19777,STATE RTE 20,COUPEVILLE,WA,98239,19777 STATE RTE 20,TH; ES,RHFTransitional Housing; RHFEmergency Shelter,40075,mixed support,sheltered,"19777 STATE RTE 20, COUPEVILLE, WA, 98239",WA-501
1981,CHEROKEE RD,STOCKTON,CA,95205,1981 CHEROKEE RD,TH,New Directions - HUD III; New Directions - HUD,4786,transitional housing,sheltered,"1981 CHEROKEE RD, STOCKTON, CA, 95205",CA-511
1982,NE 25TH AVE,HILLSBORO,OR,97124,1982 NE 25TH AVE,PSH,Community Services Inc (3026),11477,permanent supportive housing,sheltered,"1982 NE 25TH AVE, HILLSBORO, OR, 97124",OR-501
1989,SENTER RD,SAN JOSE,CA,95112,1989 SENTER RD,PSH,[CCP Housing Maintenance] MHSA Paseo Senter,5902; 42708,permanent supportive housing,sheltered,"1989 SENTER RD, SAN JOSE, CA, 95112",CA-500
1990,S DELAWARE ST,SAN MATEO,CA,94403,1990 S DELAWARE ST,PSH,Delaware Pacific,18812,permanent supportive housing,sheltered,"1990 S DELAWARE ST, SAN MATEO, CA, 94403",CA-512
1993,NE 9TH PL,HILLSBORO,OR,97124,1993 NE 9TH PL,TH,Homeless To Work Transitional Housing Program (opened May 2009),10281,transitional housing,sheltered,"1993 NE 9TH PL, HILLSBORO, OR, 97124",OR-506
1995,AMAZON PKWY,EUGENE,OR,97405,1995 AMAZON PKWY,RRH; TH; ES,Faith-based Shelter; Dusk to Dawn for Families; Youth House; ESG RRH for Families,6510; 38939; 42382,mixed support,sheltered,"1995 AMAZON PKWY, EUGENE, OR, 97405",OR-500
2,NIMITZ DR,ASTORIA,OR,97103,2 NIMITZ DR,RRH; ES,CCA - CLA - OHCS\ESGP 2017-RRH-RA (6199) [ROCC]; CCA -Cla-HIC -Restoration House - SHELTERPOINT (3710) [ROCC]; CCA- City of Seaside-RRH (6000) [ROCC]; CCA -Cla-HIC -Restoration House - ES (3710) [ROCC]; CCA-CLA-(SPRF) Rapid Re-Housing  (6202) [ROCC]; CCA-City Of Cannon Beach-RRH (5993) [ROCC]; CCA- City Of Warrenton-RRH (5996) [ROCC]; CCA-City Of Astoria-RRH (5992) [ROCC]; CCA- City of Seaside-RRH 9600) [ROCC]; CCA - (SPRF) Rapid Re-Housing  (6202); CCA-CRD RRH (5775) [ROCC],30857,mixed support,sheltered,"2 NIMITZ DR, ASTORIA, OR, 97103",OR-505
20,12TH ST,SAN FRANCISCO,CA,94103,20 12TH ST,ES,Civic Center Hotel Navigation 2,1826,emergency shelter,unhoused,"20 12TH ST, SAN FRANCISCO, CA, 94103",CA-501
20,ADAMS AVE,WENATCHEE,WA,98801,20 ADAMS AVE,ES,WRCHSSP ES Vouchers,7806,emergency shelter,unhoused,"20 ADAMS AVE, WENATCHEE, WA, 98801",WA-501
20,JONES ST,SAN FRANCISCO,CA,94102,20 JONES ST,PSH,Scattered Site S+C,1826,permanent supportive housing,sheltered,"20 JONES ST, SAN FRANCISCO, CA, 94102",CA-501
20,W MARKET ST,SALINAS,CA,93901,20 W MARKET ST,ES,Winter Warming Shelter,9889,emergency shelter,unhoused,"20 W MARKET ST, SALINAS, CA, 93901",CA-506
200,CASENTINI ST,SALINAS,CA,93907,200 CASENTINI ST,ES,Manzanita House,3756,emergency shelter,unhoused,"200 CASENTINI ST, SALINAS, CA, 93907",CA-506
200,E MENLO AVE,HEMET,CA,92543,200 E MENLO AVE,RRH; ES,Valley Restart Shelter Rapid Rehousing; Restart Center; Valley Restart Emergency Shelter,10201,mixed support,sheltered,"200 E MENLO AVE, HEMET, CA, 92543",CA-608
200,HARRISON ST,OAKLAND,CA,94607,200 HARRISON ST,RRH; TH; ES,CH RS Rites of Passage (ROP) B; Crisis Shelter; CH RS Save Haven Shelter (ES); CH RS Rites of Passage (ROP) A; CH Emergency Overnight; North County TAY Youth RRH,8403; 38932; 1898,mixed support,sheltered,"200 HARRISON ST, OAKLAND, CA, 94607",CA-502
200,HARTLE CT,NAPA,CA,94559,200 HARTLE CT,TH; PSH,Hartle Court Apartments TH; Hartle Court Apartments PH,5207,mixed support,sheltered,"200 HARTLE CT, NAPA, CA, 94559",CA-517
200,MICHIGAN AVE,VISTA,CA,92084,200 MICHIGAN AVE,RRH; ES,NCLL - RRH - COSRR Rapid Rehousing; NCLL - ES - RHY Hotel/Motel CoC HEAP,44052,mixed support,sheltered,"200 MICHIGAN AVE, VISTA, CA, 92084",CA-601
200,N GAREY AVE,POMONA,CA,91767,200 N GAREY AVE,PSH,Tri-City Mental Health,10133,permanent supportive housing,sheltered,"200 N GAREY AVE, POMONA, CA, 91767",CA-600
